"D1","D2","D3","D4"
0,0.292237688524746,0.658432533073778,0.417857594755616
0.0492795477746699,0.939166504159845,0.393907255200887,0.217148335190775
0.0735634693932247,0.136143610165484,0.895668996088291,0.949710248879958
0.124775174850737,0.490648519354152,0.184309697952177,0.759250959421854
0.180822059106511,0.722690168978549,0.841291594071493,0.0733778044749709
0.246977930496159,0.0436839058088251,0.500694740076915,0.644559127666752
0.287586468262059,0.821663056123987,0.0277675572315527,0.365787070790897
0.328994294938128,0.978489432759831,1,0.830876446678848
0.399709404637414,0.168498222453761,0.284935153070071,0.120464825367595
0.464073742277173,0.769998784897229,0.592208085883346,1
0.531969678178517,0.44176933545188,0.941054877874111,0.532144432482585
0.608064312035583,0.645309178846509,0.127823217112003,0
0.650264573329851,0,0.779121125942976,0.291991864842465
0.702988630802932,0.332678054863874,0.41599743846248,0.864611529691657
0.779920728845412,1,0.237134768607624,0.476583946796158
0.861747158910052,0.578926751868053,0,0.963871794919945
0.887883437777778,0.0951336637722592,0.990676104028466,0.0200519953440304
0.919720660798552,0.872556615674856,0.74360035455218,0.699785608811434
0.969647642651632,0.518668057849958,0.546177254855037,0.170463011737302
1,0.214997852847608,0.0854319411920022,0.58306378703721
0.31195256114006,0.368873327970505,0.542893946170807,0.389284074306488
0.564589381217957,0.896905779838562,0.132116183638573,0.974359691143036
0.150550156831741,0.87215781211853,0.674473166465759,0.378128349781036
0.721742033958435,0.796907007694244,0.504860579967499,0.508224189281464
0.986960411071777,0.797009408473969,0.128630355000496,0.441350013017654
0.464998364448547,0.0752749666571617,0.506643772125244,0.452244609594345
0.0283825192600489,0.403746753931046,0.970573484897614,0.682689905166626
0.823980450630188,0.343053698539734,0.813565850257874,0.108094051480293
0.147403359413147,0.245593622326851,0.277144551277161,0.24688757956028
0.83229011297226,0.653607666492462,0.466095685958862,0.359498679637909
