"test","true"
0,0
0.00333333333333333,0.0213694098462831
0.00666666666666667,0.0434542384702748
0.01,0.0660390991752619
0.0133333333333333,0.0888936495564965
0.0166666666666667,0.111774308996807
0.02,0.134426188501567
0.0233333333333333,0.1565852247093
0.0266666666666667,0.177980507799561
0.03,0.198336790895877
0.0333333333333333,0.217377166440188
0.0366666666666667,0.234825892908238
0.04,0.250411353153818
0.0433333333333333,0.263869123624531
0.0466666666666667,0.274945131692963
0.05,0.283398876404494
0.0533333333333333,0.289006686065322
0.0566666666666667,0.291564984290067
0.06,0.290893534405254
0.0633333333333333,0.286838630470439
0.0666666666666667,0.279276201639788
0.07,0.268114795150621
0.0733333333333333,0.253298401899143
0.0766666666666667,0.234809087355576
0.08,0.212669389490621
0.0833333333333333,0.186944444444444
0.0866666666666667,0.157743799882624
0.09,0.125222875369522
0.0933333333333333,0.0895840286721301
0.0966666666666667,0.0510771867171785
0.1,0.0100000000000001
0.103333333333333,-0.0333025203657298
0.106666666666667,-0.0784389230017244
0.11,-0.124972832849072
0.113333333333333,-0.172425101049229
0.116666666666667,-0.220276622776623
0.12,-0.267971854483317
0.123333333333333,-0.314923057888852
0.126666666666667,-0.360515292814392
0.13,-0.404112174424931
0.133333333333333,-0.445062402392053
0.136666666666667,-0.482707059693159
0.14,-0.516387666983292
0.143333333333333,-0.545454964477236
0.146666666666667,-0.569278376843957
0.15,-0.587256097560976
0.153333333333333,-0.598825707383331
0.156666666666667,-0.603475217024299
0.16,-0.600754396927788
0.163333333333333,-0.590286227413678
0.166666666666667,-0.571778270996064
0.17,-0.545033736077574
0.173333333333333,-0.509961968591383
0.176666666666667,-0.466588076928642
0.18,-0.415061367457729
0.183333333333333,-0.355662245290273
0.186666666666667,-0.288807220190069
0.19,-0.215051653425673
0.193333333333333,-0.135089890833031
0.196666666666667,-0.0497524532164395
0.2,0.0399999999999998
0.203333333333333,0.133086152336558
0.206666666666667,0.228317088075069
0.21,0.324412948453327
0.213333333333333,0.420023079895098
0.216666666666667,0.513749423697556
0.22,0.604172742334033
0.223333333333333,0.689881120877349
0.226666666666667,0.769500032254731
0.23,0.841723122440471
0.233333333333333,0.905342766940072
0.236666666666667,0.959279383081516
0.24,1.00260846213747
0.243333333333333,1.03458431694831
0.246666666666667,1.05465962679416
0.25,1.0625
0.253333333333333,1.05799296012749
0.256666666666667,1.04125098361498
0.26,1.01260846213747
0.263333333333333,0.972612716414848
0.266666666666667,0.922009433606739
0.27,0.861723122440472
0.273333333333333,0.792833365588064
0.276666666666667,0.716547787544016
0.28,0.634172742334033
0.283333333333333,0.54708275703089
0.286666666666667,0.456689746561764
0.29,0.364412948453325
0.293333333333333,0.271650421408402
0.296666666666667,0.179752819003223
0.3,0.0899999999999988
0.303333333333333,0.00358088011689363
0.306666666666667,-0.0784232241663652
0.31,-0.155051653425672
0.313333333333333,-0.225473886856736
0.316666666666667,-0.288995578623607
0.32,-0.345061367457729
0.323333333333333,-0.393254743595309
0.326666666666667,-0.433295301924716
0.33,-0.465033736077573
0.333333333333333,-0.488444937662731
0.336666666666667,-0.50361956074701
0.34,-0.510754396927788
0.343333333333333,-0.510141883690965
0.346666666666667,-0.502159040716664
0.35,-0.487256097560975
0.353333333333333,-0.465945043510623
0.356666666666667,-0.438788297810569
0.36,-0.406387666983292
0.363333333333333,-0.369373726359826
0.366666666666667,-0.328395735725386
0.37,-0.28411217442493
0.373333333333333,-0.237181959481058
0.376666666666667,-0.188256391222185
0.38,-0.137971854483317
0.383333333333333,-0.0869432894432894
0.386666666666667,-0.0357584343825621
0.39,0.0150271671509281
0.393333333333333,0.0648944103316092
0.396666666666667,0.113364146300937
0.4,0.16
0.403333333333333,0.204410520050512
0.406666666666667,0.246250695338797
0.41,0.285222875369523
0.413333333333333,0.321077133215958
0.416666666666667,0.353611111111111
0.42,0.382669389490621
0.423333333333333,0.408142420688909
0.426666666666667,0.42996506856581
0.43,0.448114795150621
0.433333333333333,0.462609534973122
0.436666666666667,0.473505297137106
0.44,0.480893534405254
0.443333333333333,0.4848983176234
0.446666666666667,0.485673352731989
0.45,0.483398876404494
0.453333333333333,0.478278465026297
0.456666666666667,0.470535790291197
0.46,0.460411353153818
0.463333333333333,0.448159226241571
0.466666666666667,0.434043833106855
0.47,0.418336790895877
0.473333333333333,0.401313841132894
0.476666666666667,0.383251891375966
0.48,0.364426188501567
0.483333333333333,0.34510764233014
0.486666666666667,0.325560316223163
0.49,0.306039099175262
0.493333333333333,0.286787571803608
0.496666666666667,0.26803607651295
0.5,0.25
0.503333333333333,0.232878274167701
0.506666666666667,0.216852099460182
0.51,0.202083892615097
0.513333333333333,0.188716458873333
0.516666666666667,0.176872386798327
0.52,0.166653662049479
0.523333333333333,0.158141494737017
0.526666666666667,0.151396353368919
0.53,0.146458196893288
0.533333333333333,0.143346894950238
0.536666666666667,0.142062825183092
0.54,0.142587635326029
0.543333333333333,0.144885156789435
0.546666666666667,0.148902455609404
0.55,0.15457100591716
0.553333333333333,0.161807970519615
0.556666666666667,0.17051757276454
0.56,0.180592543592645
0.563333333333333,0.191915627552657
0.566666666666667,0.204361131571567
0.57,0.217796500426956
0.573333333333333,0.232083903156826
0.576666666666667,0.247081815058904
0.58,0.262646580469224
0.583333333333333,0.278633942161339
0.586666666666667,0.294900523964399
0.59,0.311305254051373
0.593333333333333,0.327710717288333
0.596666666666667,0.343984426051475
0.6,0.36
0.603333333333333,0.375638246428807
0.606666666666667,0.390788134004155
0.61,0.405347653896426
0.613333333333333,0.419224563555523
0.616666666666667,0.43233700961489
0.62,0.444614027648385
0.623333333333333,0.455995917729306
0.626666666666667,0.466434495942249
0.63,0.475893223165809
0.633333333333333,0.484347213567967
0.636666666666667,0.49178312632706
0.64,0.498198945101277
0.643333333333333,0.503603650710829
0.646666666666667,0.508016793362524
0.65,0.511467971530249
