"D1.1","D1.2","D2.1","D2.2"
-1.34252953682021,-0.553067027904345,0.498376898032496,1.07037161394039
0.176699379740679,-0.739373002830999,1.91368618434136,0.906345282809507
0.228359270912687,1.47788448012236,1.98645875079483,4.33815802874066
1.12598657067091,-0.674540220968347,3.55600975655858,0.961235133283774
-0.175567940411631,1.12424197508105,1.4647753433797,3.55237439971278
0.124917069696151,0.279396670219042,1.84255736701592,2.0601482975259
0.440758992456711,-0.278288178748782,2.30503955018416,1.34888632887771
-0.676221739867372,-0.439232221148492,0.959782336968385,1.18031521373831
-0.125737139893791,-0.0743100158436517,1.52338286740316,1.58552922853076
0.494489219027811,0.952547979895899,2.39065890472156,3.20608208228748
-0.553915108673761,0.176219583733744,1.06958069067205,1.91301881136675
0.333069417559856,0.553667952321921,2.13958407065549,2.48735117414331
-2.31656221549957,0.612770051917537,0.150602882067421,2.58644111476373
1.88076515334752,-1.33893473642462,5.35587255816906,0.500303152686456
-1.03886713456963,0.879229851608693,0.681595380639535,3.06506669145763
0.554102622622465,-1.64334677383973,2.48807070741583,0.355985868093444
0.806890777177803,0.439410240876689,2.92990830439186,2.30291673220648
1.64171199668654,1.03823228352858,4.7360222233593,3.37606810133332
-1.22411122935302,-1.88520658958383,0.564809295823873,0.266063324021628
0.738428274152,1.33851771456253,2.80559606211791,4.01667897238877
0.954079004901988,-0.126142939656074,3.2090702370432,1.5228992194741
-0.95288923188279,0.0743952481958294,0.741419533416185,1.77489571698956
-0.737973989352954,1.229991090263,0.907505526476799,3.77701549129418
-0.278735360405399,0.385298614581334,1.34839614253702,2.21881105216975
-1.12603381903204,-0.228072821324569,0.624627575817533,1.40471743721698
-1.64317194248008,1.63940212177652,0.356058363065194,4.73026132600488
-0.494158979447948,-0.876924982526028,1.12632376068328,0.797372516469498
0.0755659271922288,-2.31784897594753,1.77644427855877,0.150332266505504
1.33903238801079,0.227831233930164,4.01783771811188,1.98570570027575
1.48008823405776,-0.333052062072402,4.3433662334353,1.28976791742538
1.03691739845737,0.739905098874642,3.37341705773799,2.80824088259823
-0.385594888049592,-0.176327727350745,1.23476072148559,1.46389390565503
0.611999640547317,0.126367342425071,2.58513313949771,1.84452488515153
-0.806113984633243,0.496045797427084,0.852218622681983,2.39317001967855
-1.47478988662138,0.331612399818103,0.431294926622779,2.13740124702396
-0.07573084442195,-1.22715376913687,1.58378941582395,0.563024270721925
0.675524169824048,-0.49640897442995,2.69443809540301,1.12414973711482
0.384437994201063,-0.954772462314915,2.21749007116839,0.740069677932285
1.22666933235838,2.32326737792235,3.76982617463414,6.62890915625127
-1.88772317827452,-0.806178146884166,0.265231534231115,0.852167732195792
-0.0245565069428136,0.67447170289358,1.64727683192899,2.69260306941761
-0.332257415145917,1.88527919005312,1.29061265865305,5.36803057637617
-0.879058058730918,-1.03658575628689,0.795760955428774,0.683135652125057
0.0248508972919889,-0.38481535158093,1.71019190880788,1.23556466534351
2.33099316624739,-0.0253981191366194,6.6526070047941,1.6462189601956
-0.611740653290049,-1.47834658823615,1.01661914445378,0.429590629271907
-0.228221445296556,-0.612961845491924,1.40454988207907,1.01552110112479
0.277944470184242,0.0249936078668383,2.05802676863766,1.71037595634303
0.877486828865915,-1.12588222870055,3.06176376046747,0.624723499305025
-0.440776798707244,0.804974928054447,1.17877268055651,2.92638205679968
