"D.1","D.2","D.3","D.4","D.5"
0.324962266300684,0.975784970556298,0.375232865316111,0.76981872411931,0.127789317594144
0.714891145364944,0.0158728122794553,0.475099955898665,0.0564123388743962,0.389818854046927
0.905590480302571,0.197093412135341,0.408411183349219,0.17197779188335,0.0780617154751643
0.314673433211948,0,0.141526756478929,0.269652281676265,0.715097009036061
0.77189912669904,0.465244311883728,0.0326526412165183,0.750689413670254,0.00513323681019177
0.122929985404651,0.588764588663426,0.0210830004627025,0.126910455128753,0.463462072683147
0.627712712978575,0.627991681426794,0.782172132933603,0.0210538516565649,0.138296104990557
0.0839509080355567,0.128935663263664,0.323797531871652,0.345134906573716,0.276246737915455
0.265886037931891,0.0508192968374984,0.770377827463946,0.733594432244796,0.440373105714755
0.298648563750371,0.89856575929407,0.984508694533509,0.0349306166196731,0.634670108178846
0.779281836732919,0.989610267027815,0.919308878149386,0.135351067634631,0.236029837933348
0.690661946082975,0.556272333216408,0.950976909740408,0.624589082696458,0.484105027281003
1,0.73877431376163,0.492103938903389,0.457408988438382,0.187585101434235
0.206667207790017,0.384565951524322,0.210532561184729,0.792446305768515,0.623688662706637
0.587002849254342,0.785778332934678,0.218022968735179,0.307271128598126,0.0247386960260913
0.830490903947635,0.0642746062284001,0.18170718362801,0.90094745841714,0.21150101298111
0.682557386293211,0.300594218850729,0.0501344466810171,0.201919553893195,0.961025418177292
0.357254060523526,0.224030250200006,0,0.559085276076949,0.338819752384217
0.107054784043123,0.778298337909641,0.82797996273991,0.909451229324075,0.575156692382774
0.00541571535254436,0.926072509282354,0.566167767138103,0.566869951931132,0.703479099694484
0.0475712083056513,0.366549421329609,0.932506335615563,0.295915359796351,0.852041863148087
0.0439776630596001,0.671339709568451,0.123667892952421,0.86380066101015,0.067414175776244
0.967071894363152,0.633814584780703,0.0949901061588384,0.54121800605095,0.868282926010404
0.657651789574562,0.694933864872594,0.336424773906638,0.992672035554827,0.674474878061716
0.164062916362209,0.490979825727676,0.87418266556729,0.506940705199106,0.0960142879054637
0.0243485711632641,0.45105901920001,0.677827738836055,1,0.37383406047027
0.86752116309003,0.939720617140708,0.298451329324993,0.238545749188187,0.551823102186306
0.844204110133261,0.87513566476404,0.70215219916276,0.652948650810089,0.0541056430537335
0.53635617345764,0.0340805920810579,0.287592010738845,0.610369468294759,0.905394197245565
0.252144943799597,0.535537214578272,0.400146790989746,0.414017040992575,0.94488693270417
0.930495754223093,0.832781227471074,0.862485073735614,0.360265630375418,0.762975807700902
0.9446693714965,0.501513319258115,0.236036136538532,0,0.305952580451905
0.22172995438917,0.815691720846808,0.616878953972098,0.194465540194657,0.321468677977955
0.571113733192559,0.321050010588481,0.545061058953394,0.700685725973438,0.251701266047199
0.879908709903076,0.270132447587235,0.747204361993367,0.933194102531467,0.890407801363592
0.142569842816826,0.100644964018519,0.0653869979861762,0.97409401544273,0.835482238188734
0.615755649923099,0.957629433530885,0.00966029601398956,0.679221369856441,0.787544766234253
0.460617741890028,1,0.111400369242727,0.393965696489079,0.414976108481695
0.806980773382723,0.113621076709189,1,0.479754499213134,0.689552840966417
0.175200106042822,0.245411134104532,0.522228438796878,0.00626171035299627,0.771768170631387
0.374152932503471,0.143888129762354,0.844789018038272,0.112579502975756,0.927001270328635
0.0636524674785109,0.845329238022026,0.18893395786447,0.0634765649660357,0.976632842335951
0.42713571257382,0.0802456205777756,0.59722651268304,0.431176120006037,0
0.504099712444344,0.714909112007667,0.723355180770873,0.258088927240906,1
0.399108684279099,0.599183730380749,0.637517636068533,0.832517477747022,0.809950375547297
0.97209773040186,0.00316940741440324,0.908548691909409,0.984986198675485,0.529551342679643
0.758657905373579,0.906312763088263,0.457813424777725,0.876099503149036,0.988367327370947
0.99037258832236,0.345002645190838,0.663654779125609,0.0922195964840981,0.604502153154987
0,0.173787032993128,0.964855607125075,0.806638800794033,0.177566950149831
0.49227580096658,0.395600297188008,0.994839084602425,0.959851020111824,0.0365741715138068
