"D1.1","D1.2","D2.1","D2.2"
0.168041526339948,0.602100674761459,0.2655086631421,0.201681931037456
0.807516399072483,0.604394054040313,0.37212389963679,0.898389684967697
0.384942351374775,0.124633444240317,0.572853363351896,0.944675268605351
0.327734317164868,0.294600924244151,0.908207789994776,0.660797792486846
0.577609919011593,0.602100674761459,0.62911404389888,0.201681931037456
0.630979274399579,0.604394054040313,0.0617862704675645,0.898389684967697
0.512015897547826,0.124633444240317,0.205974574899301,0.944675268605351
0.505023914156482,0.294600924244151,0.176556752528995,0.660797792486846
0.168041526339948,0.534035353455693,0.2655086631421,0.687022846657783
0.807516399072483,0.5572494356893,0.37212389963679,0.384103718213737
0.384942351374775,0.86791948764585,0.572853363351896,0.769841419998556
0.327734317164868,0.829708693316206,0.908207789994776,0.497699242085218
