"pmc.samp.1","pmc.samp.2","pqmc.samp.1","pqmc.samp.2"
0.374709237851534,0.80235623369017,0.5,0.5
0.536728664844417,0.577968647282286,0.634897950039216,0.365102049960784
0.332874277517991,0.375751883891639,0.365102049960784,0.634897950039216
0.819056160427558,0.0570600225645,0.436272127207125,0.436272127207125
0.565901554363072,0.724986183628622,0.730069876075202,0.730069876075202
0.335906323176397,0.491013278196954,0.563727872792875,0.269930123924798
0.597485810485697,0.496761947380211,0.269930123924798,0.563727872792875
0.647664941025843,0.68876724213706,0.322570688196225,0.402244717777066
0.615156270330699,0.664244239019618,0.597755282222934,0.677429311803775
0.438922322568729,0.618780264243502,0.806824108870509,0.193175891129491
0.933795474321644,0.521735910305809,0.75,0.25
0.906427260146213,0.229442454531401,0.884897950039216,0.115102049960784
0.764912996673038,0.327534322311874,0.615102049960784,0.384897950039216
0.352129660827325,0.239238991883419,0.686272127207125,0.186272127207125
0.873965149578942,-0.0254119113657214,0.980069876075202,0.480069876075202
0.7387742520942,0.167001087340064,0.813727872792875,0.0199301239247984
0.718840898658934,0.17114200925793,0.519930123924798,0.313727872792875
0.455849523220145,0.238137320657763,0.572570688196225,0.152244717777066
0.654369988978276,0.470005074396777,0.847755282222934,0.427429311803775
0.833588312039941,0.402635149691509,1.05682410887051,-0.0568241088705092
0.217095280749283,0.829621176073414,0.25,0.75
0.199327663972698,0.627594721349846,0.384897950039216,0.615102049960784
0.389392675080947,0.818223938284885,0.115102049960784,0.884897950039216
0.361332639734731,0.524127380783841,0.186272127207125,0.686272127207125
0.112248861090096,1.03660474034021,0.480069876075202,0.980069876075202
0.108500968607576,1.14607997970117,0.313727872792875,0.519930123924798
0.322916392427366,0.676555704706698,0.0199301239247984,0.813727872792875
0.403706584903083,0.541173074736694,0.0725706881962248,0.652244717777066
0.227530757569954,0.863943925488483,0.347755282222934,0.927429311803775
0.426221545290843,0.722989079223835,0.556824108870509,0.443175891129491
0.855323552100955,0.470101905779932,0.375,0.375
0.367151999453366,0.233010713815637,0.509897950039216,0.240102049960784
0.512947872490155,0.497145270697811,0.240102049960784,0.509897950039216
0.380600431756133,0.18818047367115,0.311272127207125,0.311272127207125
0.226345358223519,0.12427331995218,0.605069876075202,0.605069876075202
0.412758459902869,0.433289247103493,0.438727872792875,0.144930123924798
0.0140082742217924,0.286341625356313,0.144930123924798,0.438727872792875
0.668110972312577,0.375221070326325,0.197570688196225,0.277244717777066
0.40565066764238,0.389868264830333,0.472755282222934,0.552429311803775
0.809522334072431,0.257095810762386,0.681824108870509,0.0681758911294908
0.7612662534363,0.76649599380167,0.875,0.875
0.847964276975234,1.11657356119663,1.00989795003922,0.740102049960784
1.11061739931464,1.10708052313899,0.740102049960784,1.00989795003922
0.570286639914048,1.015042729903,0.811272127207125,0.811272127207125
0.993789237525684,1.19236669090817,1.1050698760752,1.1050698760752
0.941590074242704,0.986697285113061,0.938727872792875,0.644930123924798
1.08761996745527,0.619681558308393,0.644930123924798,0.938727872792875
0.81416321527314,0.760346917152623,0.697570688196225,0.777244717777066
0.949003761983258,0.630077477020329,0.972755282222934,1.05242931180378
0.928419758154446,0.780319872712138,1.18182410887051,0.568175891129491
0.500926664555175,-0.00214729078979542,0.625,0.125
0.633423174628847,0.0326710539278868,0.759897950039216,-0.00989795003921634
0.442815670289511,0.411456447708333,0.490102049960784,0.259897950039216
0.656605754480815,-0.00513927066207334,0.561272127207125,0.061272127207125
0.494083071216236,0.0835238512796069,0.855069876075202,0.355069876075202
0.978457453874529,0.0464384141116032,0.688727872792875,-0.105069876075202
0.768341495203441,0.0610014262902986,0.394930123924798,0.188727872792875
0.807034845899046,0.0691773394046882,0.447570688196225,0.0272447177770661
0.701837071565269,0.223837666253565,0.722755282222934,0.302429311803775
0.961435216103884,0.0895339035460787,0.931824108870509,-0.181824108870509
0.0238085075771485,0.637032088086903,0.125,0.625
0.393607765034082,0.507221102748067,0.259897950039216,0.490102049960784
0.0820841182906263,0.731299238526514,-0.00989795003921634,0.759897950039216
0.0890886939913226,0.321321183642643,0.061272127207125,0.561272127207125
0.104961851757288,0.686311572157953,0.355069876075202,0.855069876075202
0.267533261410281,0.317710035292483,0.188727872792875,0.394930123924798
0.110287119174735,0.564804774632678,-0.105069876075202,0.688727872792875
0.11747316570659,0.519344019110999,-0.0524293118037752,0.527244717777066
-0.0113320957511314,0.4945810438638,0.222755282222934,0.802429311803775
0.0601459455507362,0.613620644430521,0.431824108870509,0.318175891129491
-0.195371885136002,0.402537420254531,0.1875,0.3125
0.422816662403713,0.308788033457072,0.322397950039216,0.177602049960784
-0.145494487242401,0.248886325091231,0.0526020499607837,0.447397950039216
0.0947939197055229,0.12662757050926,0.123772127207125,0.248772127207125
-0.0356840210085691,0.015007937971703,0.417569876075202,0.542569876075202
0.0373361997613104,0.0974615406768638,0.251227872792875,0.0824301239247984
0.604933309125669,0.512505760742783,-0.0425698760752016,0.376227872792875
0.19097912393865,0.188246661040635,0.0100706881962248,0.214744717777066
