"D","y"
0,-0.0840855480786298
0.111111111111111,-0.0022771248131612
0.222222222222222,0.536372310782023
0.333333333333333,-0.481430661019998
0.444444444444444,0.656651225814298
0.555555555555556,0.10716634885523
0.666666666666667,0.468734490643896
0.777777777777778,0.507259634526536
0.888888888888889,0.77415584824633
1,1.01381082248039
0,0.122763034385346
0.111111111111111,-0.220891004626302
0.222222222222222,0.553882237042051
0.333333333333333,-0.504198373273419
0.444444444444444,0.378331134556269
0.555555555555556,0.153558532945713
0.666666666666667,0.456219819689298
0.777777777777778,0.352400089769806
0.888888888888889,0.826814937326615
1,0.974064459326575
