"x1","x2","x3","x4","x5","x6","x7","x8"
0.845444244935564,3.34216821603395e-07,2.43071153844678e-11,0.0425763452162077,7.02361117594492e-06,0.0425763452162153,0.0577389217899855,0.0116567849897231
0.861462613880058,2.90113107694424e-07,3.54286349751173e-12,0.0418802314615112,4.33270799508188e-06,0.0418802314614776,0.0439025001160122,0.0108698002562957
0.858944249439184,4.06047638225046e-06,5.4866851662183e-12,0.0339295066759844,1.42278606369188e-05,0.0339295066759761,0.0629830560657893,0.0101953928005599
0.867105454480988,1.98312574725191e-06,1.2935896390488e-11,0.0369689755278123,1.60114437958643e-05,0.0369689755278082,0.0474165988965495,0.0115220009843631
0.881042644905475,1.42694636960519e-06,1.36047398286977e-12,0.0391337741149564,3.31482282625125e-06,0.0391337741149573,0.0321948501049024,0.00849021498915207
0.832485803334408,1.4875779497728e-06,1.48527153532673e-11,0.0481388879762967,6.37937842910373e-06,0.048138887976304,0.0582364653838769,0.0129920883578826
0.8208914697386,1.87349938106638e-07,1.14534074466394e-11,0.0641089442085071,8.16323488463912e-06,0.0641089442084784,0.0390116334952741,0.0118706577528641
0.84669128310506,1.46793207795743e-06,1.38383476946558e-11,0.0453512312227375,1.65735288998368e-05,0.0453512312227455,0.0496757029371026,0.0129125100375383
0.819523451583589,4.11253660486514e-07,4.58620871708894e-12,0.063339052696185,1.40915732927132e-05,0.0633390526961861,0.0426486169687514,0.0111353232237496
0.944915426100361,3.04230219941964e-08,1.00974620249902e-12,0.0160979861353647,6.30920868390993e-07,0.0160979861353661,0.0186600926690988,0.00422784761490933
0.809317130489526,2.5057620821558e-07,2.18408999186532e-11,0.0579383491171781,6.01169496647302e-06,0.0579383491171915,0.0608424037706048,0.0139575052124834
0.802624169351346,8.47267921158147e-07,1.381189466965e-11,0.0621775138485065,1.76907991652489e-05,0.0621775138485063,0.0608948492799755,0.0121074155907678
0.814465037300163,3.92480615248582e-06,1.00052395681236e-11,0.0666837759024076,2.32324351240482e-06,0.0666837759023945,0.0416193520004861,0.0105418108348783
0.851604941737551,1.39828311307562e-06,8.2112310550076e-12,0.047117976644332,7.91368876114325e-06,0.0471179766443107,0.0441142669067078,0.0100355260870128
0.768334179683932,7.34644788408387e-05,9.30508361939736e-12,0.0781356436095554,7.28051426621804e-06,0.0781356436079618,0.0636896649743542,0.0116241231217845
0.778383183083716,0.00894576831757156,1.88686934071e-11,0.073818093980838,9.66693647683294e-06,0.0738180939808413,0.0523414401351717,0.0126837535465156
0.869554179901022,8.10466066191404e-07,8.62781450227393e-12,0.031351703600334,4.79571482240736e-06,0.0313517036003386,0.0572166580960867,0.0105201486127027
0.811899032575942,8.28658197798062e-07,1.59312294594247e-11,0.0464969382135883,4.23306454856379e-05,0.0464969382135871,0.0813304101852659,0.0137335214920023
0.839389903497593,1.12991959068189e-05,2.22800850689438e-11,0.0474859062281303,4.45931579463775e-06,0.0474859062281203,0.0533606664528685,0.012261859059306
0.792157963048975,1.09003587408231e-06,2.77146769354759e-11,0.0634405657947963,2.59712739964643e-05,0.0634405657947907,0.0651901834746468,0.015743660549206
0.822551732725274,8.92923991630995e-05,6.97149452228175e-12,0.0549342551209998,1.70376692881718e-05,0.0549342551209606,0.0533335963736571,0.0141398305836854
0.848994903802703,2.11297780196113e-06,3.17590745165846e-12,0.0510216992152655,1.35191997888325e-05,0.0510216992152741,0.0399822166415013,0.00896384894448925
0.870374867896751,1.46617755980209e-07,7.63756799661949e-12,0.0422899143041455,9.91886352427089e-06,0.0422899143040426,0.0361177131572622,0.00891752484888089
0.849275788884624,1.03658822586801e-06,1.29797408273909e-11,0.0380359057913965,2.62993879737214e-05,0.038035905791398,0.0613100148557342,0.0133150486876676
0.860671152689604,7.57078167576069e-05,7.18404957898401e-12,0.0384791793099357,1.15178198561986e-05,0.038479179309925,0.0488278102196798,0.0134554528270571
0.784907575303369,2.51703197722636e-06,1.9409956801439e-11,0.0720665553372105,2.0071080204765e-05,0.0720665553372123,0.0584001695915699,0.0125365562990465
