"y1","y2"
1.7817416127495,1.48013643959415
4.26401432711221,0.785398163397448
1.25491161027632,1.24904577239825
1.98029508595335,0.785398163397448
0.947027447620757,1.12842210381815
1.7817416127495,0.0906598872007451
1.08147614087175,0.785398163397448
1.25491161027632,0.321750554396642
0.829026672289678,0.785398163397448
0.947027447620757,0.442374222976745
2.96273811466572,1.5707963267949
2.95878920006861,0.080715176417904
8.56378617952264,0
6.43383296022697,1.56457990816701
4.17151719136155,1.45343005341969
4.67116385360045,0.00753861847135165
6.31256720686022,0.700411490794463
9.49558608365743,1.56964521228192
6.37741706174927,0.0167183799798223
5.40717663027626,1.12576419710711
7.81328035326935,1.06836104504769
8.16251093655096,1.5707963267949
4.98258134080568,0.38441267387291
6.49323066293543,1.09971327800893
7.50609381967902,0.442048172125387
9.74165232535645,0
8.57250471658664,0.697111819137228
6.48684636684129,0.409193050794431
7.36367835030914,0.128055699819131
1.51668498258099,1.0161457814123
7.69957185928789,0.722011304453581
2.75691881162221,0.768585589863233
5.9502602687217,0.941093551237601
7.24951888270002,1.44605053474421
8.78698099934836,1.27931748565989
3.67437970626124,0.431876434040338
3.68431553357459,0.131591910247686
7.91241780403403,1.30851146565032
2.717860778037,0.421546634588871
3.13426753812742,1.16131396350562
9.95396074026125,1.54312605997825
1.26851212966384,1.5707963267949
9.07501013012089,0.294698921176851
9.39824798280697,0.767886630787673
8.36776245258286,0.298124529262295
4.0436830181118,1.13979241030992
2.31961233003792,1.47116819294192
3.34898386184406,0.857326785615297
5.17243939525328,1.55806808992043
5.41976728557044,0.0437864656969117
