"D1","D2","D3","D4"
0,0.292237688524746,0.658432533073778,0.417857594755616
0.0492795477746699,0.939166504159845,0.393907255200887,0.217148335190775
0.0735634693932247,0.136143610165484,0.895668996088291,0.949710248879958
0.124775174850737,0.490648519354152,0.184309697952177,0.759250959421854
0.180822059106511,0.722690168978549,0.841291594071493,0.0733778044749709
0.246977930496159,0.0436839058088251,0.500694740076915,0.644559127666752
0.287586468262059,0.821663056123987,0.0277675572315527,0.365787070790897
0.328994294938128,0.978489432759831,1,0.830876446678848
0.399709404637414,0.168498222453761,0.284935153070071,0.120464825367595
0.464073742277173,0.769998784897229,0.592208085883346,1
0.531969678178517,0.44176933545188,0.941054877874111,0.532144432482585
0.608064312035583,0.645309178846509,0.127823217112003,0
0.650264573329851,0,0.779121125942976,0.291991864842465
0.702988630802932,0.332678054863874,0.41599743846248,0.864611529691657
0.779920728845412,1,0.237134768607624,0.476583946796158
0.861747158910052,0.578926751868053,0,0.963871794919945
0.887883437777778,0.0951336637722592,0.990676104028466,0.0200519953440304
0.919720660798552,0.872556615674856,0.74360035455218,0.699785608811434
0.969647642651632,0.518668057849958,0.546177254855037,0.170463011737302
1,0.214997852847608,0.0854319411920022,0.58306378703721
0.993593156337738,0.945045232772827,0.341722041368484,0.844362199306488
0.00404251459985971,0.914483904838562,0.610631823539734,0.386469066143036
0.470862656831741,0.00497030653059483,0.776035666465759,0.870315849781036
0.557679533958435,0.976594507694244,0.637673079967499,0.141036674380302
0.0299291685223579,0.0040406808257103,0.202849105000496,0.539006292819977
0.722810864448547,0.73933744430542,0.983206272125244,0.116307102143764
0.0928356423974037,0.0931998714804649,0.003776601748541,0.149486765265465
0.982183575630188,0.00125680910423398,0.960050225257874,0.531922161579132
0.190372109413147,0.99168735742569,0.312300801277161,0.532043814659119
0.92799323797226,0.999310791492462,0.0305488128215075,0.0489517971873283
