"D1.1","D1.2","D2.1","D2.2"
-2.35651756892708,-1.32640468157002,0.681479555589784,0.616900206489725
0.106643230124245,-0.129020961184551,0.450433709417641,0.775194300076216
1.40459332839266,0.205671253458366,0.63258090705679,0.715338518600866
-0.158772189480621,-0.666389059117209,0.537000512069919,0.786088351327887
0.35372188528575,-0.326754990858228,0.343717327976977,0.674653312759258
-1.0236501400668,-0.465820813568559,0.220754230380731,0.36363817158642
-1.37463833383445,-0.690631021623108,0.559059309618291,0.756931045103035
0.264763517963538,0.147848471739878,0.454406622775434,0.793394555441308
0.202390999064352,-0.72473090102676,0.379015599414396,0.684783896868277
1.353264419346,-0.468230233527489,0.540567369926957,0.835594212807444
-0.0875206282582733,0.144392646424878,0.426194280182972,0.800894172059516
-0.0865572946988353,-1.10134103385272,0.377206536361478,0.74468106634571
1.15867103587786,0.734493327955134,0.449823842323331,0.820174934189293
0.693566953597959,-0.583928249014552,0.505626013845596,0.780916008089741
-0.820634013392015,-1.71738395168792,0.700632579688522,0.56893868979407
0.345462918697625,0.910231378905065,0.470970173696991,0.760361419796735
0.568527155033975,0.145459109702812,0.515928147909936,0.796750404780914
0.420881666687582,2.10736678599826,0.477707414732421,0.8224668727467
-1.50994415814033,-2.2367404416147,0.484132588442335,0.783101428014002
-0.854646910648768,-0.831692489307539,0.597364924903308,0.774695664032743
0.976537365617705,0.27806260163393,0.428648142498035,0.772471999283554
-0.360607762547927,0.387778737196116,0.653040054983811,0.683256875006647
-0.384140144480701,-0.0906955785460845,0.47541579593095,0.799976655800973
-1.08854357554322,-1.22717991272221,0.555399184713417,0.793691711400443
-0.161607524194655,-0.342337672324071,0.617878901074579,0.687911185837671
0.698006960570387,0.59087234083792,0.321849513831212,0.617435327210289
1.98481189110944,0.46492331741507,0.301843767029877,0.578015413211659
0.330645844683277,0.523694694053832,0.437152046313769,0.747827867192206
-0.530993811433855,-1.14227892557532,0.619292989988542,0.745744462106178
0.76832288005057,1.01988670254937,0.571601416689921,0.730755013151095
-0.639498281363118,0.20125755131574,0.337331827654382,0.647002976865873
2.25558155576469,1.45159420972925,0.590899124068771,0.752443291486759
0.226090980365016,1.35246891512799,0.403037232390586,0.776169798984562
1.48630461267331,1.05461402250825,0.577428523343824,0.806023447730112
-0.0660160584346921,0.909138441827678,0.658540371677078,0.64966679426764
-1.11848784197604,0.769326738812098,0.273974909053909,0.516186060683471
-0.618013603844133,-0.356318434401387,0.385787905914164,0.720333738500693
-1.26670551309289,0.152863499772818,0.76900020403185,0.395565520527237
0.65135493275318,-1.20707424431073,0.496318022047797,0.80623032580442
-0.877843428089428,-0.088224051275897,0.568902622275173,0.774709447042256
1.45339910225336,2.06298078300724,0.506834031018645,0.749307123209076
-0.508986867668119,-0.659723075185736,0.406958205276572,0.750252291750904
0.00103911882052997,0.508968157689388,0.729436300470682,0.507736109972176
0.792575481609971,-0.150076501373133,0.603946461107009,0.724770662458249
-1.8226248978268,-0.281205008428461,0.536176592364615,0.809514500412133
-0.512809648182199,0.747528830322558,0.491681634630045,0.847931833477473
-0.0414312227418269,-1.85273639623603,0.415329749312891,0.724829287503688
0.956617500824184,1.44323022432602,0.358084581596629,0.707504381173131
-1.60161347006986,-1.23319082861968,0.512005240259501,0.820502261872411
-0.466821264444631,1.39891637193891,0.533609373395407,0.766209704387596
