"D1","D2","D3","D4"
0.0333333333333333,0.00273905231586333,0.1,0.848554130032302
0.1,0.0244717418524232,0.3,0.338840203120607
0.166666666666667,0.0669872981077807,0.5,0.89833641889357
0.233333333333333,0.128427587261303,0.7,0.157790914251556
0.3,0.206107373853764,0.9,0.950079187023196
0.366666666666667,0.2966316784621,0.0333192176842298,0.0634843384522012
0.433333333333333,0.396044154591121,0.0630834854675318,0.787123226478959
0.5,0.5,0.0876099536675336,0.110355578795592
0.566666666666667,0.603955845408879,0.111136743812342,0.218690525830522
0.633333333333333,0.7033683215379,0.135272872678456,0.0327852771170599
0.7,0.793892626146236,0.1612981019217,0.132927068454953
0.766666666666667,0.871572412738697,0.190821968680733,0.185487142028824
0.833333333333333,0.933012701892219,0.226627497545209,0.626185874988064
0.9,0.975528258147577,0.275273098113574,0.266214887749249
0.966666666666667,0.997260947684137,0.364359489247242,0.0879049561467644
