"mc","y"
89.2303417630137,64.2069657838229
67.0537234674994,64.4628430488943
68.4158338676949,48.148489567035
112.268443499196,87.7013949208727
65.2040849489137,58.2086903963464
67.5167026929227,53.8037679440789
167.530607522694,52.9239601167167
107.514797215148,61.8367442115587
43.1122760329546,47.3772115730204
109.981524676567,122.837740035944
69.6305595523521,71.708840552515
43.7959393380551,43.7453424405791
57.239555697261,33.5339400770771
74.0011921589421,86.3644959303587
87.2118250021893,35.8183524881906
115.237216087478,112.029079759607
63.1671316218408,33.2295626277096
112.017473621068,159.205899303737
24.4789438052716,58.138604617672
60.1797411159431,145.893828402757
118.910365750777,93.6057413630941
52.162168295505,52.2855798574619
73.2898433285148,116.921339088869
50.2616541045633,58.9572165651478
69.1773955165661,29.7982798692489
132.965491937984,75.094083798464
30.7604157132012,64.1830939825069
89.9216041357696,71.8772625182999
73.534720599092,68.6843361383152
44.0972992381238,27.1745356744382
50.8655190881103,64.0583177010547
91.5984313385315,32.4682036221447
48.549359789817,70.7693747468743
51.9032800340107,72.4035917623284
50.3146546354414,69.8832814285981
107.545825420165,50.1836029010849
76.8183423120338,71.3490737789283
40.9534795561647,88.2816445171127
78.3263368019193,85.1957047808736
47.138001694325,72.7369983947954
125.809363568363,85.3915238036202
52.0453804666866,80.3713816155895
77.5471090762473,60.2017842433579
46.4016281397411,92.0766021478489
39.549925508244,61.3349761807895
69.4744806215115,88.419838608178
101.341663366686,133.943094132008
76.9631415319467,54.2109116996383
87.4146847740204,66.2289359719544
65.0060838116307,110.457851917594
104.286162723324,78.8720265361998
43.5299839181919,60.6489424518371
80.9848544979584,78.1043217354431
71.2060743807268,53.1070359825633
62.006049000154,89.8920454412977
117.728497639397,53.9791789233954
64.1184277039563,75.2006977018676
66.8419652596317,73.7824150078958
58.3854747627573,82.672232873196
134.034975895982,40.8777449459396
68.0046356230722,74.0897721184563
172.298627297595,71.3308241611625
100.369727030788,111.56300735126
117.445944777414,96.7680032775817
47.9762439127253,55.1991311571507
83.5352021959982,86.0261062130261
100.6045968293,39.6300397087548
114.127543350501,96.5107268041063
44.9848822556699,56.3088477180361
98.0367892894855,47.4510705073149
55.7804624117206,61.7547543672159
102.890171320158,43.1767455525293
100.70667702815,93.4045996699456
48.6113599802984,27.5647215501044
78.5348634403795,99.813147658866
80.9490905391935,106.745285207516
65.7232828287536,51.2305523336859
75.6342253118145,65.2138962843702
52.8613802391903,53.5267310670737
51.9121336345994,76.9880764195933
27.0926053540347,88.3601148361086
92.5887673801775,56.6365618912992
82.5719308455863,80.4521401623273
139.224481999768,56.1660037805032
118.731642066878,31.0636970256911
84.2007388454978,126.687482332601
89.3133271116515,88.6313758081547
74.5678653214937,84.0191062864502
72.1896214371689,83.2685808415353
180.980699737701,121.985097095535
53.6681277931388,119.799551771013
84.479960511792,40.8150256465604
108.573301036433,92.9088744236801
56.0302182053172,115.245742735832
46.1678728264614,114.832127017462
59.8313003036092,116.034989679709
102.987557062846,30.8192516014529
62.0759761129405,50.18202713852
45.7345757743727,91.566825582718
32.9213503176808,53.1954020493864
